Index,Artist,Title,Lyrics
ML1507,Waka Flocka Flame,Bang ,"[Intro: Waka Flocka Flame]
Lex, Lex, we in this bitch, throwing gang signs, man
Brick, Brick, Brick, Brick, Brick Squad, Brick Squad
Ay man, step to the side right now, man
You ain't banging, nigga
What the fuck you was doing, man?
Where your rag at, nigga?
Throw your hood up, nigga
Throw your set up, nigga

[Chorus: Waka Flocka Flame]
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man

[Verse 1: Waka Flocka Flame]
B-L-double O-D, right side flag, niggas know me
I'm green flag, bitch, that's Grove Street
Squeeze on my trigger till my gun OD
Ride on my enemies, niggas just into me
Niggas ain't have or function like me
Hundred grand chain, you ain't icy like me
R.I.P. to my nigga G-Baby
Got a gun seat behind me like my name Jay-Z
Can't no nigga play me
Up a nigga like some rabies
Got the whole hood like, ""Flock crazy""
I'll paint your whole town red, make your little brother scream ""su woo""
Make your little sister scream, ""su woo"", me and YG Hootie-Hoo, ooh
Frenchie, Juiceman, Gucc, Wooh, bet them boys gon' shoot, fool
Slim Dunk, Capp, and Kebo gon' shoot for free throws, free throws
Free my nigga T-Bo, I'll punch a nigga like I'm Deebo
Waka Flocka Flame, pussy nigga, what's banging?
In the club, throwing up signs, right hanging

[Chorus: Waka Flocka Flame]
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs

[Verse 2: YG Hootie]
Ride on my enemies, throw them off in the sea
Know a lot of niggas really dream about getting me
Ride on niggas with the west side, though
I ain't fucking with you if you acting all finnicky
Bompton to Tennessee, keep me a mini chopper, flamed up
Me and Flocka, west side, my casa, I run
My house, my turf like the [?]
West side fucking with the down south
Red flags all at my shows
Used to kill, now we all about dope
Buy whips, put them all on fours
Still kill, but it's all about dope
Get tricky, so play by the rules
Look, homie, I'm from 142
Flip that pack, still grind some more
I love my hood and I love more dope
I'ma feed my hood with a spoon and a fork
Fuck with me, you gon' eat, let's go
Go against me, I'ma slit your throat
Get a rap check, buy weed, buy coke
I make shit pop in the deuce and the four
I'm the king around here, that's how shit go, nigga

[Chorus: Waka Flocka Flame]
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs

[Verse 3: Slim Dunkin]
Nigga, hold up, don't act like you know me
Just cause you Blood don't make you my homie
Fuck what you claiming, your clique probably phony
Real mob shit, nigga, you can call me Tony
Nigga, I'm a shooter, gon' get your ass shot
Wak shoot for Gucc, Dunk shoot for Flock
Nigga, I'ma bang roulette till [?]
Wrong gang sign, nigga, palm that back
Whole clique goons, don't know how to act
Fetti got the Ruger, Ted got the mac
Pussy nigga swung when I turned my back
Hold on, DJ, bring that back
Pussy nigga swung when I turned my back
Chest shot, tell that nigga hold that
Knocked out his front seat, his ass come back
Don't check his ass, baby, don't come back
Natural born shooter, I'm the club party pooper
Yes, sir, I'm the Dunkin, but nah, I ain't a hooper
Natural born shooter, I'm the club party pooper
Yes, sir, I'm the Dunkin, but nah, I ain't a hooper

[Chorus: Waka Flocka Flame]
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs, man
Bang, bang, bang, bang, bang
We in this bitch throwing gang signs"
ML1508,Randy Newman,It's Money That I Love,"[Verse 1]
I don't love the mountains
I don't love the sea
I don't love Jesus
He never done a thing for me
I ain't pretty like my sister
Smart like my dad
Or good like my mama

[Chorus]
It's money that I love
It's money that I love

[Verse 2]
They say that money
Can't buy love in this world
But it'll get you a half-pound of cocaine
And a sixteen-year-old girl
And a great big long limousine
On a hot September night
Now that may not be love
But it is all right

[Chorus]
One, two
It's money that I love
Wanna kiss you
Three, four
It's money that I love

[Verse 3]
Used to worry 'bout the poor
But I don't worry anymore
Used to worry 'bout the black man
Now I don't worry 'bout the black man
Used to worry about the starving children of India
You know what I say now about the starving children of India?
I say, ""Oh, mama""

[Chorus]
It's money that I love
It's money that I love

[Instrumental Break]

[Chorus]
It's money that I love
It's money that I love
It's money that I love
It's money that I love
It's money that I love
It's money that I love
It's money that I love"
ML1509,Korn,Blind,"[Intro: Jonathan Davis]
Are you ready?

[Verse 1: Jonathan Davis]
There's a place inside my mind
A place I like to hide

[Refrain: Jonathan Davis]
You don't know the chances
What if I should die?
A place inside my brain
Another kind of pain
You don't know the chances
I'm so blind
Blind, blind

[Verse 2: Jonathan Davis]
Another place I'll find
To escape the pain inside

[Refrain: Jonathan Davis]
You don't know the chances
What if I should die?
A place inside my brain
Another kind of pain
You don't know the chances
I'm so blind
Blind, blind

[Bridge: Jonathan Davis]
Deeper and deeper and deeper
As I dream to live a life that seems to be
A lost reality
That can never find a way to reach my inner
Self-esteem is low, how deep can I go
In the ground that I lay, if I don't find a way to
See through the gray that clouds my mind?
This time I look to see what's between the lines

[Pre-Chorus: Jonathan Davis]
I can see, I can see I'm going blind
I can see, I can see I'm going blind
I can see, I can see I'm going blind
I can see, I can see I'm going blind

[Chorus: Jonathan Davis & Head]
I can see, I can see I'm going blind
I can see, I can see I'm going blind
I can see, I can see I'm going blind
I can see, I can see I'm going blind
I can see, I can see I'm going blind (I can see I'm going)
I can see, I can see I'm going blind (Going blind)
I can see, I can see I'm going blind
I can see, I can see I'm going blind

[Outro: Jonathan Davis]
I'm blind
I'm blind
I'm blind
I'm blind"
ML1510,Mastodon,Colony Of Birchmen,"[Verse 1: Brent Hinds]
This forest
Is growing faster than I can tell
Cell structure
Eats away at a massive swell
Seems however
I'm a victim of circumstance

[Pre-Chorus 1]
Hunt for
Ogres and Dwarves
Lion-slicer

[Chorus: Josh Homme]
Run (run)
With (with)
Death
Run (run)
With (with)
Death

[Verse 2: Brent Hinds]
White faces
Coming closer with every step
Earth envelopes
Taking breath without happenstance
Carve my teeth out
Ripping through the sheep's head curse

[Pre-Chorus 2]
Hunter
Gatherer
Ridden from the cave

[Chorus: Josh Homme]
Run (run)
With (with)
Death
Run (run)
With (with)
Death

[Bridge: Brent Hinds]
Gone away
My heart's gone away
Taken everything
My heart's gone away
Take it now

[Chorus: Josh Homme]
Run (run)
With (with)
Death
Run (run)
With (with)
Death

[Outro: Brent Hinds]
Gone away
My heart's gone away
Taken everything
My heart's gone away
Take it now"
ML1511,Anita Baker,Lead Me Into Love,"[Verse 1]
We may never understand
If love just happens or it's planned
We must believe our spirits know somehow
Baby, we can't stop the falling we feel now, ooh
New emotions overflow
And now this heartbeat wants control, ooh baby
If the love was meant to be so strong
Something close to magic's coming on

[Chorus]
Take my heart and lead me into love
Light the way for me
Without your touch, I cannot see
Lead me into love
I'm deep in the miracle of you, ooh

[Verse 2]
When we feel excitement rise
We'll share the secrets found in lovers eyes
You'll speak the words of love
I'll speak them too
Baby, ain't no stopping me when I'm near you
Honey, take this heart

[Chorus]
And lead me into love
Light the way for me
Without your touch, I cannot see
Lead me into love
I'm deep in the miracle
(Deep in the miracle of you)
(Light the way so I can see, light the way so I can see)
Baby, yeah

[Bridge]
I...I keep telling you
(You make a miracle, baby; you make a miracle)
I need you to bring me the miracle
(Tell me, let your heart speak)
Honey, won't you
(Love me)
Baby, I see
I know that there's no good, baby
Can you show me that your desire is complete and I'm all yours

[Chorus]
Lead me into love
Light the way so I can see
(Show me)
Lead me into love
(Teach me the way, baby)
Deep in the miracle, deep in the miracle

Lead me into love
(Come on, show me)
Light the way so I can see
(Shine, shine your light on me)
Lead me into love
(I can't see without you)
Deep in the miracle, deep in the miracle
(I can't move without you, I can't live without you)

Lead me into love
Light the way so I can see
(Baby, shine, shine your light on me)
Lead me into love
Deep in the miracle, deep in the miracle"
ML1512,Jaill,The Stroller,"There's cracks in the structure I swear baby get out
Tire tracks in the basement to what you might fall

You didn't try cashin' in
That's not my fault

Where are the beggars when I need to look good?
I sure don't want my life as a stroller
And I wouldn't put my life in the hands of a stranger

When you panic
Do you count to ten
When you're surrounded
Do you hold your breath

When you panic
Do you count to ten
When you're surrounded
Do you hold your breath

I sure don't want my life as a stroller
And I wouldn't put my life in the hands of a stranger

When you panic
Do you count to ten
When you're surrounded
Do you hold your breath

When you panic
Do you count to ten
When you're surrounded
Do you hold your breath"
ML1513,Cut Copy,Hearts On Fire,"[Verse 1]
There's something in the air tonight
A feeling that you have that could change your life
There's something burning up inside
I reach out for you and our hearts collide

[Chorus]
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
Hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight

[Verse 2]
We're searching for a love alive
We're drowning in the silence as we walk the night
Your hand is out and brushes mine
A moment that is frozen as we hang in time

[Chorus]
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
Hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight
With hearts on fire I reach out to you tonight"
ML1514,Fleetwood Mac,Showbiz Blues,"[Intro]
Tell me anybody
Now do you really give a damn for me
I said tell me anybody
Do you really give a damn for me

[Chorus 1]
Oh because I just got to tell you
About a thing that's bothering me
I was a rambling pony
I would roll, I would roll
I would roll from town to town
I was a rambling pony
I would roll from town to town

[Bridge]
Yes just looking for a sweet woman
And making my love come on down

[Chorus 2]
If I need anybody
Baby I would take you home with me
If I need anybody
Baby I would take you, Baby I would take you
Baby I would take you home with me
Whoa but I don't need nobody
I don't anybody but him and me

[Chorus 3]
And you're sitting there so green
Believe me man I'm just the same as you
I said you're sitting there so green
Believe me man I'm just the same as you
You want me to make a last cry I'll be satisfied
And that's exactly what I mean to do"
ML1515,Massive Attack,Angel,"[Verse 1: Horace Andy]
You are my angel
Come from way above
To bring me love, to bring me love

[Verse 2: Horace Andy]
Her eyes
She's on the dark side
Neutralize every man in sight, every man in sight

[Refrain: Horace Andy]
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you

[Verse 3: Horace Andy]
You are my angel
Come from way above

[Instrumental]

[Refrain: Horace Andy]
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you

[Instrumental]"
ML1516,The Cardigans,Carnival,"[Chorus]
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now

[Verse 1]
Carnival
Came by my town today
Bright lights from giant wheels
Fall on the alleyways
And I'm here
By my door
Waiting for you

[Chorus]
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now

[Verse 2]
I hear sounds of lovers
Barrel organs, mothers
I would like to take you
Down there just
To make you mine
In a merry-go-round

[Chorus]
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now

[Outro]
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now"
ML1517,Women,Locust Valley,"Haven't the word
And hands are tied
They're leaving you
The cheap confusion pulls through

Enter the mirror
The grays appear
Discard the real
She's making me seem unkind (unkind)

Listen too long
So play along
One seldom viewed
Policing I'm told jut out

Shooting the breeze
And see her now
Confide in you
True images found and cut (and cut)

Sharpened angle in the dirt
You don't walk for an hour

First offensive has been shot
Lost your footing
Hopeless now
Covered metal on the wall
You can lend another skin

Twice now fixed on such a mess
Subtle green and send it back
Precious ornament to crack
It's an overwhelming lie

First offensive has been shot
Lost your footing
Hopeless now
Covered metal on the wall
You can lend another skin

Twice now fixed on such a mess
Subtle green and send it back
Precious ornament to crack
It's an overwhelming lie"
ML1518,The Flamingos,I'll Be Home,"I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be free

At the corner drugstore
Each Saturday we would meet
(We would meet)
I'd walk you home in the moonlight
All of these things we'll repeat

So darling, as I write this letter
Here's hoping you're thinking of me
My time's about up
So long until I'll be home to start serving you

I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
All of these things we'll repeat

So, darling, as I write this letter
Here's hoping, here's hoping you're thinking of me
Because my time's about up, doll
So long until I'll be home to start serving you

I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be free"
ML1519,John Mayer,Perfectly Lonely,"[Verse 1]
Had a little love, but I spread it thin
Falling in her arms and out again
Made a bad name for my game around town
Tore up my heart, and shut it down

[Pre-Chorus]
Nothing to do
Nowhere to be
A simple little kind of free
Nothing to do
No one but me
And that's all I need

[Chorus]
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely (Yeah)
Because I don't belong to anyone
Nobody belongs to me

[Verse 2]
I see friends around from time to time
When their ladies let them slip away
And when they ask me how I'm doing with mine
This is always what I say

[Pre-Chorus]
Nothing to do
Nowhere to be
A simple little kind of free
Nothing to do
No one but me
And that's all I need

[Chorus]
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely (Yeah)
Because I don't belong to anyone
Nobody belongs to me

[Bridge]
And this is not to say
There never comes a day
I'll take my chances and start again
And when I look behind
On all my younger times
I have to thank the wrongs that led me to a love so strong

[Chorus]
I'm perfectly lonely
I'm perfectly lonely
I'm perfectly lonely (Yeah)
Cause I don't belong to anyone
Nobody belongs to me

That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it
That's the way, that's the way, that's the way that I want it"
ML1520,Paul McCartney,Another Day,"[Verse 1]
Every day, she takes a morning bath, she wets her hair
Wraps a towel around her as she's heading for the bedroom chair
It's just another day
Slipping into stockings, stepping into shoes
Dipping in the pocket of her raincoat
It's just another day

[Verse 2]
At the office where the papers grow, she takes a break
Drinks another coffee, and she finds it hard to stay awake (another)
It's just another day

[Chorus]
Du du du du du du, it's just another day
Du du du du du du, it's just another day

[Bridge]
So sad, so sad
Sometimes she feels so sad
Alone in apartment, she'd dwell
Till the man of her dreams comes to break the spell
Ah, stay, don't stand her up
And he comes, and he stays, but he leaves the next day
So sad
Sometimes she feels so sad

[Verse 3]
As she posts another letter to The Sound of Five
People gather around her, and she finds it hard to stay alive (another)
It's just another day

[Chorus]
Du du du du du du, it's just another day
Du du du du du du, it's just another day

[Bridge]
So sad, so sad
Sometimes she feels so sad
Alone in apartment, she'd dwell
Till the man of her dreams comes to break the spell
Ah, stay, don't stand her up
And he comes, and he stays, but he leaves the next day
So sad
Sometimes she feels so sad

[Verse 1]
Every day, she takes a morning bath, she wets her hair
Wraps a towel around her as she's heading for the bedroom chair (another)
It's just another day
Slipping into stockings, stepping into shoes
Dipping in the pocket of her raincoat
It's just another day

[Chorus]
Du du du du du du, it's just another day
Du du du du du du, it's just another day"
ML1521,Band Of Horses,Is There A Ghost,"I could sleep, I could sleep
I could sleep, I could sleep
When I lived alone
Is there a ghost in my house?

I could sleep, I could sleep
I could sleep, I could sleep
When I lived alone
Is there a ghost in my house?
When I lived alone
Is there a ghost in my house?
My house

I could sleep, I could sleep
I could sleep, I could sleep
When I lived alone
Is there a ghost in my house?
When I lived alone
Is there a ghost in my house?
My house

I could sleep, I could sleep
I could sleep, I could sleep
When I lived alone
Is there a ghost in my house?
When I lived alone
Is there a ghost in my house?
My house"
ML1522,Robbie Robertson,Sweet Fire Of Love,"Didn't we break the silence
Didn't we fear the storm
Didn't we move the earth
Didn't we shoot for the sky

And didn't we catch the fire
And didn't we call upon the spirits
And didn't we fall together
And didn't we die for love

Days on the run
Nights in hiding
Hoping that you were
The healing inside me

Breathe in the sweet fire of love (I'm not afraid anymore)
Sweet, sweet fire (I'm not alone)
Breathe in the sweetest fire of love (I'm not the same anymore)
Sweet, sweet fire (The sweet fire of love)
The sweet fire of love

Didn't we cross new waters
Didn't we mix new blood
Didn't we build brand new bridges
Didn't we hold back the flood

Broken idols by the side of the road
They didn't fall on the side of the law
Here she comes a-shining like a light
Here she comes, salvation in the night

Days on the run
Nights in hiding
Hoping that you were
The healing inside me

Breathe in the sweet fire of love (I'm not afraid anymore)
Sweet, sweet fire (I'm not alone)
Breathe in the sweet fire of love (I'm not the same anymore)
Sweet, sweet fire (The sweet fire of love)
Fire of love (sweet fire of love)

Didn't we shine like silver
Didn't we bear the cross
Didn't we bring down the hammer
Didn't we beat on the drum

(Days on the run) Here she comes a-shining like a light
(Nights in hiding) Here she comes salvation in the night
(Hoping that you were) I'm giving up the ghost
(The healing inside me) I'm giving up the ghost

Breathe in the sweet fire of love (I'm not afraid anymore)
Sweet, sweet fire (I'm not alone)
Breathe in the sweetest fire of love (I'm not the same anymore)
Sweet, sweet fire (The sweet fire of love)
The sweet fire of love

Fire of love
Fire of love"
ML1523,Procol Harum,Conquistador,"Conquistador your stallion stands
In need of company
And like some angel's haloed brow
You reek of purity
I see your armour-plated breast
Has long since lost its sheen
And in your death mask face
There are no signs which can be seen

And though I hoped for something to find
I could see no maze to unwind

Conquistador a vulture sits
Upon your silver shield
And in your rusty scabbard now
The sand has taken seed
And though your jewel-encrusted blade
Has not been plundered still
The sea has washed across your face
And taken of its fill

And though I hoped for something to find
I could see no maze to unwind

Conquistador there is no time
I must pay my respect
And though I came to jeer at you
I leave now with regret
And as the gloom begins to fall
I see there is no, only all
And though you came with sword held high
You did not conquer, only die

And though I hoped for something to find
I could see no maze to unwind"
ML1524,Exodus,Bonded By Blood,"[Intro]

[Verse 1]
Black magic rites on this black evil night
Begin with the slice of the blade
Metal and blood come together as one
Onlookers, they gasp in dismay
Taste the sweet blood of one another
Sharing without any greed
Bang your head, as if up from the dead
Intense metal is all that you need

[Chorus]
Murder in the front row
Crowd begins to bang and there's blood upon the stage
Bang your head against the stage and metal takes its price
Bonded by blood

[Verse 2]
Metal takes hold, death starts to unfold
It's loud like the world's at an end
You're in a blood fury, the metal won't stop
Onlookers, they bang at command
Cutting your palm and drinking your blood
The power that few others dare
You feel the need to go out and kill
The same need that your blood brother shares

[Chorus]
Murder in the front row
Crowd begins to bang and there's blood upon the stage
Bang your head against the stage and metal takes its price
Bonded by blood

[Guitar Solo: Gary Holt]

[Guitar Solo: Rick Hunolt]

[Verse 1]
Black magic rites on this black evil night
Begin with the slice of the blade
Metal and blood come together as one
Onlookers, they gasp in dismay
Taste the sweet blood of one another
Sharing without any greed
Bang your head, as if up from the dead
Intense metal is all that you need

[Chorus]
Murder in the front row
Crowd begins to bang and there's blood upon the stage
Bang your head against the stage and metal takes its price
Bonded by blood"
ML1525,Lionel Richie,Deep River Woman,"[Chorus]
Deep river woman
Lord I'm coming home to you
Deep river woman
Lord I know she's waiting
Just anticipating all my love

[Verse 1]
I spent a night in L.A
Just another chance to see you
Just you and I
Wanted you to know
That my playing days are over
Because all I do is think of you
The writing's on the wall

[Chorus]
Deep river woman
Lord I'm coming home to you
Deep river woman
Lord I know she's waiting
Just anticipating all my love

[Verse 2]
I've been out in the world (oh oh)
Yes, the fast life had me going
Now all that's changed (hmm hmm)
I finally make up my mind
About the one thing
I've been knowing
You're the only girl
I've ever cared for in this world (oh oh)

[Chorus]
Deep river woman
Lord I'm coming home to you
Deep river woman
Lord I know she's waiting
Just anticipating all my love

[Bridge]
You kind of love is forever
It took me a long time to realize (to realize)
That I've come so far
And end up going nowhere
Oh, girl, I need you by my side (oh oh oh)

[Chorus]
Deep river woman
Lord I'm coming home to you (coming home to you)
Deep river woman
Lord I know she's waiting
Just anticipating all my love
All my love"
ML1526,Iron Maiden,Be Quick Or Be Dead,"[Verse 1]
Covered in sinners and dripping with guilt
Making your money
From slime and from filth
Parading your bellies in ivory towers
Investing our lives
In your schemes and your powers

[Pre-Chorus]
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief's in your head
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief in your head

[Chorus]
Be quick or be dead
Be quick (quick, quick, quick)
Or be dead (dead, dead, dead)

[Bridge]
See... what's ruling all our lives
See... who's pulling strings
See... what's ruling all our lives
See who pulls the strings
I bet you won't fall on your face...
Your belly will hold you in place

[Verse 2]
The serpent is crawling inside of your ear
He says you must vote
For what you want to hear
Don't matter what's wrong
As long as you're all right
So, pull yourself stupid, rob yourself blind

[Pre-Chorus]
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief's in your head
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief's in your head

[Chorus]
Be quick or be dead
Be quick (quick, quick, quick)
Or be dead (dead, dead, dead)

[Guitar Solo]

[Pre-Chorus]
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief's in your head
You've got to watch them
Be quick or be dead
Snake eyes in heaven
The thief's in your head

[Outro]
Be quick or be dead!
Be quick!"
ML1527,Deadmau5,Outta My Life,"And you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

If you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

And you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

If you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget"
ML1528,Eliza Gilkyson,Looking For A Place,"Strap my derriere to a padded chair
I fly the air in a tin can
From here to there on a wing and a prayer
I don't even know where I am
I'm a wanderin fool burnin fossil fuel
Sending arrows into the dark
But I'm just lookin for a place where I can fall apart

Throw all of my junk into the Alamo trunk
And I pull out into the lane
Cell phone's dead there's mountains ahead
I don't even slow down for the rain
There was a time when the road was mine
And the path was lined with sparks
Now I'm just lookin for a place where I can fall apart

It's in the air the scent of despair
Nobody wants to talk about it
We're all scared we're gonna lose our share of the dream
Can't live without it

My clothes are funky I'm a sugar junkie
I'm a promo monkey in a cage
I lunge for the carrot repeat like a parrot
Til I step out onto the stage
The lights go down and I see your faces
Shinin through the dark
And I'm just lookin for a place where I can fall apart
Oh can I let my guard down tonight?
Is it safe enough to fall apart?"
ML1529,Calexico,Victor Jara's Hands,"Wire fences still coiled with flowers of the night
Songs of the birds like hands call the earth to witness
Sever from fear before taking flight

Fences that fail and fall to the ground
Bearing the fruit from Jara's Hands

Me siento solo y perdido
Una vela alumbra mi camino
Cruzando tierras que nunca he visto
Cruzando el río de mi destino
Solo soy un chico mas
Que sueña en alto y mirando al mar

Fences that fail and fall to the ground
Bearing the fruit from Jara's Hands"
ML1530,Warren Haynes,On A Real Lonely Night,"You've been out of my life sometime now
Seem like a long, long while
Sometimes the thoughts of you
Bring tears to my eyes

While the times that bring a smile
I remember what you told me
We would always be close in our hearts
Must be easy to sleep in another man's arms
We're so damn far apart

On a real lonely night
I can almost hear you laughing
Just making me a fool
I can almost see your face
On a real lonely night

There's a picture of you hanging on my wall
Such a lovely girl
Sometimes I feel like breaking into pieces
Like you did to my world

Oh, and other times I wanna hold her in my arms
Like a ball in chain
I look till I'm through loving you
I can never love again

On a real lonely night
I can almost hear you laughing
Just making me a fool
On a real lonely night
Just no way to pass the time

I walk around and I talk to myself
Pretending that it's you
I can almost see your face

I can't hold you
Like we used to do

On a real lonely night
I can almost hear you laughing
And feel your warm breath on my skin
Just making me a fool
On a real lonely night
Just no way to pass the time

I walk around and I talk to myself
Pretending that it's you, yes, I do
I can almost see your face
I can almost see your face

On a real lonely night
On a real lonely night
On a real lonely night
I can almost hear you laughing"
ML1531,Otis Redding,Let Me Come On Home,"[Verse 1]
Oh baby, yeah, I want to come home to you
Baby, yeah, oh, said, I got to get home to you
Days and nights, feeling so blue, baby
Lord, I just don't know what I'm gonna do
Oh, baby, yeah yeah, said I wanna come home

[Verse 2]
Oh baby, you're one thousand miles away
Baby, yeah, baby, you're just one thousand miles away, yeah
Take these chains from 'round my heart
Never, never, never leave you, no, no, you'll never be apart
Baby, baby, baby, baby, please, please, oh, let me come on home to you
Yeah, yeah

[Outro]
Oh, I love you, baby, let me come on home
Please, please, please, please, baby
Please let me come on home to you, girl
Crying my eyes out over you
I don't know nothing in the world that I'm gonna do
But I'm gonna
Come on, come on, come on, girl, I said I got to get home
Yeah, baby girl, I love you, honey
Please let me come home
Oh please, please, let me, let me, let me, let me come on home now"
ML1532,Sade,Love Is Found,"[Chorus]
I know my eyes already like you, baby, you
I know that love, love is found
Love is found

[Verse]
I cut the radio on
I know it won’t be long
I can hear you baby
I can feel your sound
I'm putting closer now
Now like I feel the sound

[Chorus]
I know my eyes already like you, baby, you
And I know that love, love is found
Love is found

[Refrain]
Oh, and my heart go ba-boom-ba-boom
Ba-ba-boom ba-ba-boom-boom
My heart go ba-boom-ba-boom

[Chorus]
I know my eyes already like you, baby, you
And I know that love, love is found
Love is found

[Refrain]
Oh, and my heart go ba-boom-ba-boom
Ba-ba-boom ba-ba-boom-boom
My heart go ba-boom-ba-boom

[Chorus]
I know my eyes already like you, baby, you
And I know that love, love is found
Love is found"
ML1533,Z-Trip,Walking Dead ,"[Intro]
Suppose you were to die tonight, what would you say?
Do you believe in life after death? (Life after death)


[Verse 1]
In the chill of the night
I can feel my heart racing
As I run towards the light
That seems so far away
Wandering forever
In the darkest of shadows
Wondering if I will ever see you again

Wondering if I will ever see you again

[Chorus]
I'll take your love
(I'll take your love)
I'll take your hate
(take your hate)
I'll take your desire

I'll take the world
When it turns on you
(when it turns on you)
I'll set it on fire

[Hook]
W-the-w-th-th-the walking dead
The walking dead (walking dead)

[Verse 2]
Digging in the dirt
I can feel you getting closer
Steadying my hands through the blistering pain
Anxiously awaiting for the earth to reveal you
Wondering if I will ever see you again (see you again)

Wondering if I will ever see you again

[Chorus]
I'll take your love
(I'll take your love)
I'll take your hate
(take your hate)
I'll take your desire

I'll take your heart
I'll take your pain
(I'll take your pain)
I'll bring you to life

[Post-Chorus]
I'll bring you to life

[Hook]
W-the-w-th-th-the walking dead
The walking dead (walking dead)

[Pre-Chorus]
I'll bring you to life

[Chorus]
I'll take your love
(I'll take your love)
I'll take your hate
(take your hate)
I'll take your desire

I'll take the world
When it turns on you
(it turns on you)

[Hook]
W-the-w-th-th-the walking dead

[Chorus]
I'll take your love
(I'll take your love)
I'll take your hate
(take your hate)
I'll take your desire

I'll take your heart
I'll take your pain
(I'll take your pain)

I'll bring you to life!

[Outro]
There is no such thing as death
There is only change, change, change, change"
